X;Y
0,42;5,207
0,42;7,143
0,421;3,48
0,421;7,342
0,422;4,678
0,424;6,969
0,425;5,159
0,427;3,146
0,427;3,239
0,427;5,26
0,428;2,517
0,428;3,101
0,429;7,239
0,429;7,507
0,43;6,674
0,432;4,011
0,433;6,501
0,433;7,202
0,435;3,334
0,436;2,525
0,44;4,598
0,44;5,24
0,443;5,433
0,444;7,335
0,446;5,475
0,449;2,143
0,449;7,422
0,45;2,107
0,45;3,551
0,451;4,783
0,453;7,563
0,456;5,004
0,457;3,17
0,459;3,166
0,46;4,779
0,46;4,894
0,462;7,424
0,462;7,433
0,464;6,711
0,465;4,394
0,465;6,368
0,467;6,68
0,47;2,294
0,471;3,104
0,471;4,022
0,471;6,135
0,472;2,812
0,473;3,402
0,474;6,903
0,479;4,924
0,481;2,574
0,481;7,014
0,481;7,163
0,482;4,234
0,482;4,846
0,483;2,41
0,484;7,606
0,485;2,511
0,485;7,102
0,486;4,182
0,494;6,103
0,497;6,628
0,499;2,445
0,499;3,277
0,499;7,153
0,5;6,749
0,503;4,822
0,504;5,393
0,504;6,91
0,506;6,084
0,507;5,761
0,508;3,053
0,512;6,451
0,515;4,045
0,517;5,15
0,518;5,224
0,518;6,408
0,52;3,668
0,521;4,182
0,521;6,027
0,523;3,59
0,525;3,015
0,525;5,072
0,526;3,105
0,527;4,735
0,53;4,353
0,53;4,407
0,53;5,446
0,531;6,157
0,533;5,56
0,538;2,337
0,538;4,952
0,538;5,6
0,539;2,682
0,539;6,893
0,541;4,456
0,542;6,969
0,544;5,469
0,547;4,806
0,547;6,209
0,548;2,774
0,548;3,655
0,548;5,9
0,548;7,311
0,549;5,016
0,549;7,117
0,55;4,594
0,551;3,953
0,551;4,035
0,552;7,028
0,555;3,304
0,555;4,366
0,556;3,633
0,557;6,564
0,559;6,572
0,561;6,31
0,562;6,567
0,563;4,111
0,563;6,564
0,563;7,14
0,567;3,567
0,568;6,309
0,568;7,902
0,569;4,145
0,571;2,853
0,571;7,493
0,572;6,455
0,573;3,995
0,574;2,568
0,574;3,468
0,574;7,412
0,575;5,695
0,576;3,39
0,576;6,862
0,578;3,586
0,582;5,059
0,582;6,843
0,585;5,485
0,587;3,96
0,587;5,584
0,587;7,874
0,588;5,474
0,59;2,075
0,59;4,336
0,591;7,19
0,592;2,279
0,592;3,687
0,593;6,965
0,594;2,478
0,594;5,963
0,601;3,325
0,602;2,766
0,606;5,149
0,608;2,314
0,608;2,321
0,609;2,714
0,609;3,145
0,613;2,896
0,616;2,291
0,617;7,199
0,62;4,438
0,62;5,986
0,627;2,151
0,627;2,154
0,628;2,368
0,628;2,703
0,629;2,662
0,63;7,358
0,631;2,312
0,632;3,201
0,633;4,626
0,635;5,214
0,638;5,279
0,639;4,576
0,639;6,017
0,639;7,862
0,642;5,356
0,642;5,647
0,642;7,415
0,645;2,634
0,645;5,764
0,646;5,282
0,646;5,684
0,647;4,29
0,647;6,014
0,649;6,244
0,65;2,815
0,651;2,566
0,651;5,162
0,653;5,584
0,656;2,358
0,657;2,183
0,658;3,358
0,659;2,378
0,659;4,596
0,661;6,272
0,663;5,521
0,664;2,512
0,665;3,603
0,666;4,874
0,67;5,387
0,672;2,124
0,673;3,809
0,674;4,648
0,676;2,191
0,676;4,089
0,676;4,5
0,676;6,359
0,677;5,407
0,677;5,837
0,677;5,839
0,677;6,228
0,678;3,408
0,681;3,268
0,682;3,926
0,682;4,03
0,682;5,904
0,683;5,982
0,684;4,244
0,686;2,434
0,686;3,462
0,69;6,582
0,691;2,156
0,691;6,651
0,692;4,845
0,694;6,963
0,698;3,123
0,698;5,493
0,7;2,493
0,701;7,596
0,704;2,279
0,705;2,749
0,706;5,413
0,707;3,75
0,708;4,785
0,711;4,621
0,714;3,558
0,714;3,9
0,714;6,493
0,716;6,061
0,717;5,366
0,718;3,185
0,718;4,549
0,719;7,335
0,72;2,845
0,72;6,629
0,721;5,916
0,722;3,43
0,722;7,537
0,725;3,696
0,727;7,899
0,73;7,609
0,731;4,481
0,731;5,177
0,732;2,643
0,732;4,128
0,733;4,479
0,733;7,037
0,735;6,646
0,735;6,687
0,736;5,365
0,737;3,906
0,737;5,778
0,739;6,264
0,74;3,009
0,74;5,888
0,743;4,351
0,746;4,835
0,748;5,246
0,753;5,331
0,756;5,08
0,757;4,176
0,757;4,598
0,759;2,558
0,759;3,479
0,76;7,728
0,764;5,765
0,768;4,136
0,771;7,697
0,772;3,188
0,772;5,065
0,773;6,56
0,774;3,834
0,775;4,231
0,777;5,606
0,778;3,787
0,78;4,89
0,781;3,534
0,786;7,783
0,79;5,53
0,792;3,204
0,794;5,645
0,795;3,029
0,797;7,129
0,798;5,711
0,799;4,827
0,799;7,115
0,801;7,876
0,804;5,558
0,806;6,687
0,809;6,273
0,809;7,028
0,81;2,543
0,81;5,33
0,812;3,326
0,812;7,006
0,813;2,795
0,813;3,695
0,813;4,497
0,813;7,433
0,814;2,27
0,815;5,651
0,816;6,369
0,816;6,997
0,817;3,917
0,818;4,413
0,818;5,231
0,819;2,401
0,82;4
0,82;7,14
0,821;2,453
0,822;6,77
0,823;6,168
0,826;6,038
0,827;3,169
0,829;2,522
0,832;2,316
0,833;3,919
0,833;4,067
0,835;6,132
0,835;7,153
0,836;5,797
0,836;7,549
0,837;4,88
0,839;5,208
0,839;6,412
0,841;2,455
0,841;6,834
0,842;6,489
0,842;7,057
0,843;4,541
0,844;2,274
0,845;6,189
0,848;4,65
0,85;3,786
0,852;4,233
0,853;5,242
0,853;6,443
0,854;3,474
0,855;5,541
0,856;5,185
0,857;3,857
0,861;5,806
0,862;3,101
0,863;3,66
0,865;4,995
0,865;7,184
0,865;7,491
0,867;2,397
0,867;6,076
0,868;5,541
0,869;3,959
0,871;7,789
0,872;2,645
0,872;4,592
0,872;6,174
0,873;4,23
0,873;6,958
0,874;4,578
0,875;5,854
0,878;3,778
0,879;2,324
0,88;4,638
0,88;5,162
0,881;5,717
0,881;7,384
0,882;2,28
0,882;5,352
0,882;6,104
0,885;2,697
0,885;5,557
0,885;6,11
0,886;6,046
0,887;4,573
0,888;5,531
0,889;3,426
0,889;4,757
0,889;6,755
0,891;4,407
0,891;5,395
0,893;6,938
0,894;6,674
0,896;4,068
0,898;3,422
0,902;5,291
0,902;5,887
0,902;7,414
0,903;7,134
0,905;2,424
0,905;3,108
0,906;3,927
0,906;4,405
0,907;6,915
0,909;5,054
0,91;5,861
0,912;3,891
0,913;7,699
0,915;2,684
0,915;5,929
0,918;2,25
0,918;3,252
0,918;3,98
0,921;7,481
0,924;4,533
0,929;6,291
0,932;2,328
0,933;2,547
0,935;5,943
0,935;7,483
0,936;3,954
0,937;2,812
0,939;7,084
0,94;5,094
0,941;5,445
0,941;6,078
0,942;2,72
0,942;2,887
0,944;6,508
0,945;5,814
0,946;6,322
0,949;7,529
0,951;6,181
0,953;7,218
0,954;2,48
0,954;6,132
0,957;4,221
0,957;6,342
0,958;4,837
0,958;6,883
0,958;7,507
0,961;3,03
0,962;4,103
0,963;2,914
0,965;4,285
0,967;3,585
0,967;7,059
0,968;3,862
0,969;5,575
0,97;6,442
0,973;3,059
0,976;2,717
0,976;2,993
0,977;4,491
0,978;3,121
0,984;4,666
0,984;5,137
0,987;5,036
0,987;5,639
0,988;2,769
0,988;7,258
0,991;5,401
0,993;2,518
0,995;4,919
0,999;5,171
1,001;4,687
1,003;3,714
1,003;4,273
1,005;5,403
1,006;4,266
1,006;4,899
1,009;6,473
1,01;2,565
1,011;4,009
1,011;6,136
1,011;6,633
1,012;4,424
1,012;5,25
1,013;3,515
1,013;4,519
1,013;4,833
1,015;4,992
1,018;3,691
1,018;4,929
1,018;6,566
1,019;2,394
1,019;6,179
1,021;4,167
1,024;2,552
1,024;3,136
1,026;3,998
1,027;4,341
1,027;5,435
1,032;2,647
1,032;4,98
1,033;5,533
1,033;7,14
1,039;7,276
1,039;7,417
1,04;2,478
1,042;7,512
1,043;5,535
1,047;2,674
1,049;2,531
1,049;6,834
1,051;2,386
1,051;4,095
1,051;4,512
1,052;4,57
1,053;3,822
1,054;6,804
1,055;4,513
1,056;3,798
1,057;2,587
1,057;6,122
1,058;6,784
1,058;7,366
1,06;6,559
1,061;3,6
1,061;4,024
1,061;5,012
1,062;2,272
1,062;7,329
1,064;6,359
1,066;2,476
1,066;4,152
1,066;5,441
1,066;6,746
1,068;2,252
1,069;7,009
1,071;3,303
1,072;3,198
1,072;5,395
1,073;3,328
1,073;3,893
1,074;5,666
1,075;4,868
1,077;4,004
1,077;4,17
1,077;5,972
1,077;6,918
1,078;5,856
1,078;7,687
1,08;3,299
1,08;7,38
1,081;5,388
1,082;2,672
1,082;3,374
1,082;5,086
1,083;2,818
1,083;5,84
1,088;3,84
1,088;4,17
1,089;4,418
1,089;7,441
1,09;3,994
1,09;4,547
1,091;4,032
1,091;5,92
1,094;4,503
1,095;3,76
1,098;2,887
1,098;6,006
1,099;3,69
1,099;6,181
1,099;6,24
1,1;7,327
1,101;3,545
1,101;4,119
1,102;5,149
1,102;5,352
1,103;7,174
1,106;2,327
1,106;5,677
1,108;6,751
1,109;4,455
1,111;2,524
1,112;4,784
1,115;6,871
1,115;7,411
1,117;6,099
1,118;4,097
1,12;2,411
1,12;6,139
1,121;4,201
1,125;4,542
1,126;2,465
1,128;6,651
1,13;5,674
1,132;7,235
1,133;7,588
1,136;4,663
1,137;5,252
1,137;6,758
1,137;7,015
1,139;5,617
1,139;6,11
1,14;3,502
1,141;2,523
1,141;7,549
1,142;6,998
1,144;4,815
1,144;5,375
1,146;5,251
1,147;2,263
1,152;5,519
1,152;7,28
1,153;2,484
1,154;7,717
1,156;7,162
1,158;5,979
1,159;5,179
1,165;6,422
1,165;7,264
1,166;3,751
1,166;4,46
1,166;6,198
1,168;3,874
1,171;2,877
1,172;7,277
1,173;3,11
1,174;5,983
1,177;5,215
1,178;3,391
1,178;5,851
1,179;7,722
1,18;7,068
1,181;5,529
1,182;6,343
1,182;7,278
1,183;6,929
1,186;5,642
1,186;6,03
1,187;6,846
1,191;4,84
1,191;5,879
1,193;4,745
1,193;4,864
1,195;5,321
1,198;4,79
1,2;3,967
1,201;4,028
1,201;6,07
1,202;3,168
1,202;5,289
1,202;6,789
1,203;3,25
1,203;4,54
1,204;7,445
1,207;5,788
1,211;3,854
1,213;2,429
1,215;2,627
1,217;6,35
1,218;4,675
1,218;5,548
1,219;6,966
1,22;4,398
1,222;6,805
1,223;4,75
1,223;5,193
1,223;5,963
1,224;5,802
1,225;5,059
1,226;5,538
1,226;7,585
1,232;2,836
1,234;2,701
1,235;7,156
1,236;4,848
1,236;7,417
1,238;3,739
1,239;3,572
1,24;2,677
1,245;5,689
1,248;7,539
1,249;3,048
1,252;4,125
1,252;4,387
1,257;4,118
1,258;7,407
1,259;2,336
1,26;6,478
1,262;3,189
1,262;4,141
1,263;2,831
1,263;5,044
1,264;2,932
1,266;3,689
1,268;3,293
1,27;6,111
1,272;3,301
1,273;7,48
1,276;6,416
1,277;5,31
1,28;2,756
1,281;5,71
1,282;4,528
1,282;5,713
1,282;7,416
1,285;3,24
1,285;4,754
1,285;7,506
1,286;5,08
1,286;7,156
1,287;6,695
1,288;5,71
1,29;7,331
1,291;2,712
1,292;3,752
1,294;4,937
1,295;7,205
1,296;4,677
1,298;5,648
1,302;3,711
1,303;4,754
1,304;6,242
1,305;7,056
1,307;6,986
1,308;2,949
1,309;3,455
1,312;3,218
1,312;6,675
1,315;3,352
1,316;7,22
1,317;6,217
1,319;4,11
1,32;5,585
1,321;7,458
1,325;2,772
1,325;6,152
1,328;4,391
1,328;5,298
1,329;4,477
1,33;4,814
1,331;2,431
1,336;3,118
1,336;4,57
1,338;2,861
1,338;4,617
1,341;2,627
1,343;6,809
1,344;2,348
1,345;5,033
1,346;5,008
1,347;2,699
1,349;3,63
1,349;7,624
1,352;5,192
1,353;5,829
1,353;6,359
1,355;7,6
1,357;7,279
1,359;5,2
1,363;2,567
1,363;3,197
1,363;6,387
1,368;3,91
1,369;4,3
1,369;4,694
1,375;2,954
1,375;7,153
1,376;4,149
1,377;2,369
1,377;4,473
1,377;6,992
1,378;6,172
1,379;5,197
1,38;6,279
1,38;6,705
1,381;6,326
1,381;6,828
1,382;5,592
1,382;7,606
1,383;3,594
1,386;4,446
1,387;2,996
1,388;7,346
1,389;5,921
1,392;3,345
1,392;4,239
1,392;6,397
1,398;4,12
1,398;4,807
1,4;6,027
1,401;6,106
1,402;5,969
1,403;6,249
1,405;5,325
1,406;5,969
1,407;2,67
1,409;5,83
1,411;4,386
1,413;3,504
1,413;7,217
1,416;7,627
1,417;5,068
1,417;6,068
1,418;4,723
1,419;4,57
1,419;5,321
1,42;4,93
1,421;4,095
1,421;5,006
1,422;3,393
1,422;4,799
1,422;6,431
1,423;7,38
1,424;3,156
1,424;3,262
1,424;6,164
1,426;4,477
1,426;4,941
1,427;6,012
1,427;6,153
1,429;3,661
1,429;5,561
1,429;6,895
1,431;3,773
1,432;6,61
1,433;4,205
1,434;3,819
1,435;2,638
1,437;2,708
1,437;7,016
1,438;6,226
1,438;7,401
1,44;2,48
1,44;3,451
1,443;2,479
1,443;2,853
1,444;7,474
1,446;2,627
1,446;4,561
1,447;4,154
1,448;4,904
1,448;5,192
1,449;4,496
1,45;6,625
1,451;3,151
1,451;4,185
1,452;4,178
1,455;5,292
1,456;2,917
1,457;4,899
1,458;4,582
1,458;5,591
1,462;5,8
1,466;3,579
1,466;3,734
1,468;3,413
1,468;6,828
1,469;6,307
1,471;6,286
1,474;7,261
1,475;4,43
1,476;6,818
1,477;3,921
1,481;3,178
1,482;2,771
1,483;6,06
1,483;6,605
1,485;4,55
1,487;5,723
1,488;7,34
1,489;6,184
1,49;3,943
1,492;6,964
1,494;2,544
1,494;5,2
1,495;4,723
1,495;7,008
1,498;3,924
1,498;6,302
1,498;6,499
1,501;5,358
1,502;2,435
1,502;6,867
1,504;6,736
1,506;4,494
1,506;5,743
1,507;5,362
1,507;6,562
1,51;2,75
1,511;3,039
1,512;2,993
1,512;3,6
1,512;4,714
1,514;2,777
1,514;6,292
1,514;6,862
1,515;4,187
1,515;5,641
1,516;4,498
1,516;5,741
1,516;5,943
1,517;3,089
1,517;5,98
1,518;4,439
1,518;6,3
1,521;3,803
1,523;3,649
1,523;6,807
1,525;6,173
1,528;5,555
1,529;6,42
1,532;6,631
1,533;5,99
1,533;6,396
1,535;5,738
1,536;5,677
1,537;6,717
1,538;5,001
1,538;6,072
1,54;2,98
1,542;3,373
1,542;5,954
1,544;5,385
1,545;3,267
1,545;4,849
1,546;6,214
1,547;2,75
1,547;4,538
1,548;3,115
1,548;3,634
1,548;5,094
1,548;6,913
1,55;5,286
1,551;3,198
1,551;5,505
1,553;2,508
1,553;6,444
1,555;2,534
1,556;3,127
1,556;3,548
1,556;5,899
1,558;3,513
1,558;6,08
1,56;6,711
1,562;6,29
1,565;4,317
1,566;7,334
1,567;3,07
1,567;4,089
1,567;6,034
1,567;7,359
1,568;5,026
1,57;2,922
1,57;4,35
1,571;4,13
1,572;3,639
1,574;5,992
1,575;7,169
1,578;3,628
1,58;3,793
1,58;6,42
1,582;4,255
1,582;4,299
1,584;4,847
1,584;5,01
1,584;6,201
1,586;5,756
1,588;5,453
1,588;7,045
1,588;7,128
1,589;3,011
1,589;5,257
1,593;5,328
1,593;6,288
1,595;7,253
1,598;4,551
1,599;2,719
1,599;3,528
1,599;4,01
1,602;4,179
1,602;4,932
1,604;4,068
1,605;4,115
1,605;6,963
1,606;7,236
1,608;2,792
1,608;4,529
1,608;5,597
1,609;4,582
1,613;2,696
1,613;3,82
1,614;3,387
1,614;6,525
1,619;6,138
1,62;4,68
1,621;4,639
1,622;4,195
1,622;6,45
1,624;4,398
1,626;3,399
1,626;4,709
1,626;4,781
1,626;5,385
1,626;6,999
1,627;4,19
1,628;2,611
1,629;4,005
1,629;7,032
1,631;3,17
1,632;5,565
1,632;6,142
1,632;7,314
1,635;4,035
1,635;4,758
1,636;5,586
1,637;5,768
1,637;5,849
1,638;4,599
1,639;2,891
1,641;6,477
1,641;6,517
1,641;6,776
1,642;4,37
1,642;6,531
1,645;4,292
1,648;5,094
1,648;6,828
1,649;5,121
1,65;4,649
1,652;5,107
1,653;5,563
1,656;6,374
1,658;5,366
1,658;7,148
1,659;2,524
1,662;4,604
1,663;2,952
1,663;4,678
1,664;2,931
1,667;2,82
1,667;3,724
1,668;4,541
1,67;4,044
1,67;4,702
1,672;4,492
1,673;4,813
1,676;5,194
1,678;4,711
1,679;5,872
1,68;4,178
1,682;7,372
1,683;4,797
1,688;6,424
1,689;4,4
1,69;4,171
1,692;2,763
1,693;6,025
1,693;6,212
1,695;4,348
1,698;3,95
1,7;6,447
1,702;4,587
1,704;4,791
1,704;5,62
1,704;6,29
1,704;7,232
1,708;5,483
1,71;4,645
1,711;4,191
1,714;4,411
1,72;7,443
1,722;2,88
1,728;6,796
1,73;5,778
1,732;3,784
1,732;3,827
1,732;7,272
1,737;5,047
1,738;2,95
1,738;3,238
1,738;5,121
1,739;5,769
1,741;4,716
1,741;6,982
1,744;4,655
1,744;5,727
1,745;5,132
1,746;3,487
1,747;4,367
1,748;5,857
1,75;6,393
1,75;7,002
1,751;6,229
1,757;5,761
1,758;4,301
1,759;3,522
1,759;4,672
1,759;5,22
1,761;2,768
1,761;4,309
1,762;2,629
1,763;6,721
1,765;4,778
1,767;3,832
1,769;6,482
1,77;3,451
1,77;5,648
1,771;4,098
1,772;3,735
1,774;6,254
1,775;5,833
1,776;5,419
1,777;4,619
1,781;4,75
1,781;6,132
1,781;6,515
1,783;4,157
1,783;4,921
1,783;4,987
1,785;4,904
1,785;5,345
1,787;4,039
1,792;6,735
1,794;4,501
1,797;4,945
1,797;5,521
1,798;3,201
1,798;4,772
1,798;7,026
1,799;6,203
1,801;3,483
1,802;5,331
1,804;3,65
1,806;2,824
1,808;4,862
1,808;6,36
1,809;5,945
1,81;2,696
1,811;2,74
1,814;3,572
1,815;5,283
1,816;5,159
1,816;6,779
1,818;4,754
1,819;2,95
1,826;4,016
1,826;5,44
1,827;6,586
1,828;4,988
1,828;5,361
1,829;4,542
1,83;5,791
1,84;3,077
1,84;4,172
1,84;5,838
1,84;6,109
1,84;6,499
1,847;4,389
1,848;3,733
1,849;4,057
1,85;3,792
1,851;3,651
1,854;6,748
1,855;5,513
1,857;6,165
1,857;6,179
1,861;6,423
1,869;2,915
1,869;5,242
1,869;5,659
1,87;4,007
1,871;3,262
1,872;4,23
1,872;4,687
1,873;6,335
1,875;5,271
1,875;6,473
1,876;6,286
1,877;3,673
1,877;5,534
1,879;6,684
1,881;5,994
1,882;6,364
1,882;6,373
1,882;7,244
1,884;3,483
1,884;7,08
1,886;5,252
1,886;6,799
1,887;6,894
1,888;4,05
1,888;6,352
1,889;3,929
1,889;4,026
1,889;4,603
1,89;5,409
1,891;7,06
1,892;5,896
1,894;6,314
1,901;7,204
1,902;5,722
1,903;3,223
1,904;6,639
1,905;6,394
1,906;4,339
1,906;7,001
1,907;5,332
1,907;6,126
1,908;2,819
1,908;2,905
1,91;5,268
1,913;3,415
1,914;3,698
1,914;5,01
1,916;7,273
1,921;6,38
1,922;6,493
1,923;3,287
1,929;3,533
1,931;3,553
1,932;2,934
1,932;3,859
1,932;4,08
1,935;4,072
1,938;5,301
1,938;6,091
1,939;4,723
1,941;7,152
1,942;2,976
1,945;6,378
1,946;5,473
1,946;5,806
1,95;3,012
1,95;4,312
1,95;7,077
1,951;2,927
1,953;4,899
1,961;5,694
1,963;3,688
1,966;2,901
1,966;2,983
1,966;3,709
1,966;4,685
1,966;5,312
1,967;6,072
1,972;3,37
1,973;5,933
1,975;3,569
1,975;6,463
1,978;4,389
1,978;5,632
1,979;4,069
1,979;4,718
1,98;4,899
1,98;5,141
1,981;2,865
1,983;4,122
1,983;5,692
1,987;3,288
1,987;4,896
1,989;5,099
1,989;5,809
1,99;3,289
1,991;4,831
1,991;6,09
1,992;4,704
1,992;6,9
1,993;4,399
1,993;5,622
1,995;6,426
1,996;6,685
2;7,194
2,002;5,379
2,002;6,837
2,003;6,945
2,005;2,893
2,007;3,599
2,008;6,195
2,01;3,992
2,01;4,378
2,011;3,668
2,011;5,093
2,012;4,193
2,012;6,209
2,014;4,948
2,014;5,544
2,014;6,392
2,018;6,341
2,019;5,747
2,025;4,321
2,025;6,999
2,026;4,895
2,026;6,919
2,029;4,179
2,03;3,231
2,03;4,187
2,032;3,692
2,039;6,12
2,04;6,614
2,042;5,004
2,043;5,3
2,046;4,643
2,046;6,813
2,047;5,254
2,048;4,227
2,048;5,067
2,049;5,86
2,05;5,092
2,051;5,386
2,052;5,398
2,052;6,216
2,054;3,507
2,054;5,085
2,054;6,856
2,055;3,975
2,055;5,272
2,055;5,74
2,059;3,18
2,062;3,204
2,062;4,611
2,064;4,834
2,071;3,017
2,071;3,99
2,071;4,436
2,073;4,687
2,073;5,246
2,073;5,276
2,075;3,618
2,076;3,237
2,078;7,024
2,082;3,292
2,082;6,32
2,085;6,472
2,09;5,115
2,091;5,425
2,091;5,702
2,093;3,669
2,094;6,858
2,097;5,457
2,099;4,277
2,101;3,201
2,105;5,172
2,106;5,239
2,109;4,857
2,113;6,04
2,113;6,23
2,115;4,76
2,116;3,645
2,116;4,169
2,116;4,423
2,118;4,68
2,118;6,927
2,12;6,163
2,124;4,241
2,126;3,156
2,126;3,559
2,127;2,982
2,128;2,996
2,128;4,979
2,128;6,307
2,129;7,075
2,13;6,857
2,131;6,218
2,136;6,66
2,137;4,887
2,138;6,299
2,138;7,031
2,139;5,127
2,139;6,176
2,139;6,772
2,14;6,731
2,141;4,71
2,151;5,45
2,153;4,961
2,154;5,467
2,154;6,001
2,157;4,36
2,158;4,178
2,159;4,905
2,159;5,353
2,162;3,871
2,164;6,184
2,164;6,212
2,166;6,608
2,167;6,431
2,168;4,915
2,173;5,54
2,176;5,1
2,177;3,726
2,177;5,335
2,181;4,44
2,181;6,196
2,183;4,252
2,183;6,657
2,188;3,164
2,189;3,45
2,192;4,074
2,192;6,338
2,193;5,405
2,195;3,317
2,196;3,405
2,197;5,012
2,203;5,885
2,204;6,118
2,207;4,639
2,207;6,788
2,208;4,316
2,21;4,195
2,21;6,694
2,211;5,019
2,211;6,032
2,216;5,619
2,218;6,186
2,218;6,97
2,221;3,721
2,221;5,99
2,222;4,844
2,222;6,667
2,223;4,637
2,224;3,701
2,224;3,95
2,224;4,948
2,227;6,936
2,228;4,401
2,228;6,834
2,229;3,625
2,229;5,8
2,23;5,26
2,23;5,864
2,234;3,839
2,234;5,759
2,235;4,342
2,235;5,655
2,235;6,23
2,235;6,598
2,236;6,061
2,241;4,184
2,241;5,433
2,242;3,854
2,242;4,54
2,242;6,086
2,244;6,612
2,245;5,579
2,245;5,865
2,246;6,339
2,249;4,036
2,25;4,609
2,251;5,416
2,252;5,757
2,255;5,752
2,256;4,261
2,257;3,399
2,257;4,791
2,258;4,278
2,258;5,161
2,259;3,99
2,264;5,113
2,265;3,686
2,265;4,121
2,265;5,661
2,266;4,114
2,267;4,976
2,268;3,905
2,268;4,224
2,268;6,48
2,272;3,209
2,272;4,262
2,274;3,844
2,277;4,183
2,279;3,256
2,279;4,278
2,279;6,025
2,282;4,131
2,284;4,4
2,284;5,918
2,285;3,252
2,288;6,312
2,29;6,089
2,295;6,849
2,297;5,63
2,299;4,733
2,299;6,816
2,301;5,074
2,301;6,08
2,302;3,952
2,304;5,056
2,304;6,69
2,305;4,455
2,306;3,409
2,306;3,828
2,307;4,469
2,308;6,543
2,311;3,753
2,313;4,457
2,313;6,25
2,314;5,117
2,314;5,508
2,315;6,566
2,317;3,403
2,32;3,361
2,323;3,931
2,323;4,643
2,324;3,211
2,324;3,97
2,326;3,265
2,329;3,453
2,329;5,741
2,33;6,388
2,331;3,924
2,332;5,178
2,336;6,107
2,338;3,874
2,339;5,17
2,339;5,292
2,34;5,628
2,341;5,286
2,341;6,184
2,343;5,897
2,346;3,309
2,347;4,53
2,347;4,833
2,347;5,237
2,348;3,879
2,348;5,809
2,348;6,322
2,349;5,793
2,351;4,294
2,352;4,658
2,353;6,615
2,356;3,268
2,356;5,007
2,357;4,666
2,358;3,483
2,358;3,517
2,358;6,291
2,359;4,764
2,359;5,805
2,359;6,345
2,359;6,806
2,361;4,489
2,362;4,66
2,364;4,027
2,364;4,982
2,365;3,809
2,366;3,962
2,368;3,437
2,368;4,725
2,369;4,709
2,37;4,819
2,371;4,58
2,372;4,669
2,373;4,336
2,375;4,264
2,376;4,807
2,378;4,205
2,378;4,44
2,378;5,1
2,379;4,855
2,38;5,772
2,383;5,576
2,386;4,366
2,386;5,083
2,388;6,246
2,391;6,461
2,392;5,989
2,393;3,424
2,394;3,473
2,395;3,428
2,396;4,772
2,397;6,414
2,397;6,522
2,398;4,519
2,398;6,084
2,398;6,501
2,4;5,475
2,4;6,249
2,401;5,363
2,402;6,624
2,403;3,579
2,406;3,512
2,406;4,444
2,407;5,124
2,411;3,539
2,412;3,871
2,413;5,569
2,415;3,246
2,415;5,7
2,416;4,864
2,416;6,665
2,417;4,97
2,417;6,459
2,419;6,032
2,42;4,823
2,42;6,022
2,422;5,086
2,424;4,08
2,424;4,095
2,424;4,465
2,425;4,677
2,426;4,843
2,426;6,736
2,427;5,232
2,43;5,537
2,431;4,02
2,431;6,32
2,435;3,455
2,439;6,114
2,44;4,742
2,44;5,482
2,441;5,076
2,441;5,604
2,441;5,73
2,442;4,954
2,443;4,158
2,443;5,749
2,443;6,458
2,444;4,122
2,446;4,89
2,446;4,907
2,447;3,84
2,448;4,533
2,448;5,443
2,449;4,551
2,449;6,4
2,451;4,61
2,451;5,123
2,453;4,376
2,454;6,612
2,459;3,479
2,459;6,015
2,46;3,525
2,461;6,512
2,463;4,022
2,464;3,51
2,464;3,7
2,464;5,464
2,464;5,852
2,466;3,392
2,466;4,605
2,469;3,973
2,47;4,073
2,47;5,695
2,47;6,099
2,477;4,839
2,477;5,169
2,477;5,226
2,483;4,127
2,485;4,42
2,489;5,925
2,49;6,441
2,493;6,498
2,494;6,6
2,497;5,308
2,499;5,981
2,502;4,153
2,503;5,492
2,504;4,384
2,51;4,712
2,512;4,342
2,512;5,807
2,513;3,594
2,514;4,268
2,517;6,608
2,518;6,132
2,52;5,101
2,524;6,02
2,527;5,507
2,527;6,559
2,53;4,944
2,531;4,027
2,531;5,221
2,531;5,803
2,532;3,745
2,533;3,584
2,533;4,312
2,533;5,446
2,535;5,597
2,538;3,69
2,542;4,007
2,544;4,061
2,544;5,223
2,545;5,302
2,547;5,65
2,548;5,384
2,549;4,861
2,55;6,026
2,552;4,609
2,552;5,976
2,552;6,395
2,553;5,625
2,554;6,308
2,561;4,847
2,561;5,818
2,563;3,857
2,566;5,593
2,567;4,741
2,569;5,686
2,57;5,68
2,571;4,286
2,572;6,369
2,577;6,044
2,582;4,88
2,582;6,066
2,582;6,164
2,587;4,695
2,588;5,491
2,59;3,799
2,592;4,692
2,595;5,197
2,597;5,756
2,598;5,542
2,599;5,005
2,604;4,175
2,604;6,115
2,609;4,546
2,611;5,581
2,612;5,736
2,613;4,311
2,615;3,636
2,616;3,85
2,619;4,865
2,622;4,619
2,626;5,523
2,631;3,651
2,631;4,348
2,632;3,742
2,636;5,601
2,64;5,377
2,644;4,142
2,645;4,146
2,645;5,15
2,646;4,363
2,646;5,004
2,646;6,171
2,647;4,201
2,648;5,064
2,649;3,667
2,65;4,91
2,657;4,894
2,657;6,058
2,659;5,48
2,661;4,127
2,661;6,01
2,662;4,116
2,663;4,719
2,664;5,724
2,664;5,837
2,665;4,944
2,667;4,502
2,668;3,714
2,673;5,101
2,674;4,29
2,674;4,335
2,674;4,86
2,681;5,304
